"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Create","minecraft:iron_block",137,"Block of Iron","create:kubejs_generated_40_minecraft_iron_block","forge:storage_blocks, forge:storage_blocks/iron"
"Create","minecraft:iron_ingot",579,"Iron Ingot","create:kubejs_generated_39_minecraft_iron_ingot","forge:ingots, forge:ingots/iron, minecraft:beacon_payment_items"
"Create","minecraft:iron_nugget",906,"Iron Nugget","create:kubejs_generated_63_minecraft_iron_nugget","forge:nuggets, forge:nuggets/iron"
"Create","minecraft:iron_nugget",906,"Iron Nugget","create:kubejs_generated_64_minecraft_iron_nugget","forge:nuggets, forge:nuggets/iron"
"Create","minecraft:jungle_planks",18,"Jungle Planks","create:cutting/stripped_jungle_log","minecraft:planks"
"Create","minecraft:jungle_planks",18,"Jungle Planks","create:cutting/stripped_jungle_wood","minecraft:planks"
"Create","minecraft:lapis_lazuli",695,"Lapis Lazuli","create:crushing/lapis_ore","forge:gems, forge:gems/lapis"
"Create","minecraft:leather",668,"Leather","create:crushing/leather_horse_armor","forge:leather"
"Create","minecraft:leather",668,"Leather","create:milling/saddle","forge:leather"
"Create","minecraft:light_blue_concrete",467,"Light Blue Concrete","create:splashing/light_blue_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:light_blue_dye",699,"Light Blue Dye","create:milling/blue_orchid","forge:dyes, forge:dyes/light_blue"
"Create","minecraft:light_gray_concrete",472,"Light Gray Concrete","create:splashing/light_gray_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:light_gray_dye",704,"Light Gray Dye","create:compat/atmospheric/milling/yucca_flower","forge:dyes, forge:dyes/light_gray"
"Create","minecraft:light_gray_dye",704,"Light Gray Dye","create:milling/azure_bluet","forge:dyes, forge:dyes/light_gray"
"Create","minecraft:light_gray_dye",704,"Light Gray Dye","create:milling/oxeye_daisy","forge:dyes, forge:dyes/light_gray"
"Create","minecraft:lime_concrete",469,"Lime Concrete","create:splashing/lime_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:magenta_concrete",466,"Magenta Concrete","create:splashing/magenta_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:magenta_dye",698,"Magenta Dye","create:compat/autumnity/milling/autumn_crocus","forge:dyes, forge:dyes/magenta"
"Create","minecraft:magenta_dye",698,"Magenta Dye","create:milling/allium","forge:dyes, forge:dyes/magenta"
"Create","minecraft:magenta_dye",698,"Magenta Dye","create:milling/lilac","forge:dyes, forge:dyes/magenta"
"Create","minecraft:milk_bucket",669,"Milk Bucket","create:filling/milk_bucket","forge:buckets/milk, forge:milk, forge:milk/milk, inspirations:fluid_containers"
"Create","minecraft:minecart",663,"Minecart","create:crafting/kinetics/minecart_from_contraption_cart","transport:hulls, transport:hulls/minecart"
"Create","minecraft:nether_wart",748,"Nether Wart","create:crushing/nether_wart_block","forge:crops, forge:crops/nether_wart, quark:seed_pouch_holdable"
"Create","minecraft:oak_planks",15,"Oak Planks","create:cutting/stripped_oak_log","minecraft:planks"
"Create","minecraft:oak_planks",15,"Oak Planks","create:cutting/stripped_oak_wood","minecraft:planks"
"Create","minecraft:obsidian",170,"Obsidian","create:splashing/magma_block","forge:obsidian"
"Create","minecraft:orange_concrete",465,"Orange Concrete","create:splashing/orange_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:orange_dye",697,"Orange Dye","create:milling/orange_tulip","forge:dyes, forge:dyes/orange"
"Create","minecraft:packed_ice",368,"Packed Ice","create:splashing/ice",""
"Create","minecraft:paper",677,"Paper","create:pressing/sugar_cane","buildinggadgets:template_convertible"
"Create","minecraft:pink_concrete",470,"Pink Concrete","create:splashing/pink_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:pink_dye",702,"Pink Dye","create:compat/upgrade_aquatic/milling/flowering_rush","forge:dyes, forge:dyes/pink"
"Create","minecraft:pink_dye",702,"Pink Dye","create:milling/peony","forge:dyes, forge:dyes/pink"
"Create","minecraft:pink_dye",702,"Pink Dye","create:milling/pink_tulip","forge:dyes, forge:dyes/pink"
"Create","minecraft:purple_concrete",474,"Purple Concrete","create:splashing/purple_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:purple_dye",706,"Purple Dye","create:compat/atmospheric/milling/gilia","forge:dyes, forge:dyes/purple"
"Create","minecraft:quartz",850,"Nether Quartz","create:crushing/nether_quartz_ore","forge:gems, forge:gems/quartz"
"Create","minecraft:quartz",850,"Nether Quartz","create:crushing/prismarine_crystals","forge:gems, forge:gems/quartz"
"Create","minecraft:red_concrete",478,"Red Concrete","create:splashing/red_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:red_dye",710,"Red Dye","create:compat/atmospheric/milling/scalding_monkey_brush","forge:dyes, forge:dyes/red"
"Create","minecraft:red_dye",710,"Red Dye","create:milling/poppy","forge:dyes, forge:dyes/red"
"Create","minecraft:red_dye",710,"Red Dye","create:milling/red_tulip","forge:dyes, forge:dyes/red"
"Create","minecraft:red_dye",710,"Red Dye","create:milling/rose_bush","forge:dyes, forge:dyes/red"
"Create","minecraft:red_sand",31,"Red Sand","create:milling/granite","engineersdecor:accepted_mineral_smelter_input, forge:sand, forge:sand/red, minecraft:sand"
"Create","minecraft:red_sand",31,"Red Sand","create:milling/terracotta","engineersdecor:accepted_mineral_smelter_input, forge:sand, forge:sand/red, minecraft:sand"
"Create","minecraft:redstone",665,"Redstone Dust","create:crushing/redstone_ore","forge:dusts, forge:dusts/redstone"
"Create","minecraft:redstone",665,"Redstone Dust","create:filling/redstone","forge:dusts, forge:dusts/redstone"
"Create","minecraft:sand",30,"Sand","create:crushing/gravel","engineersdecor:accepted_mineral_smelter_input, forge:sand, forge:sand/colorless, minecraft:sand"
"Create","minecraft:sand",30,"Sand","create:milling/sandstone","engineersdecor:accepted_mineral_smelter_input, forge:sand, forge:sand/colorless, minecraft:sand"
"Create","minecraft:slime_ball",679,"Slimeball","create:crafting/appliances/slime_ball","forge:slimeballs"
"Create","minecraft:spruce_planks",16,"Spruce Planks","create:cutting/stripped_spruce_log","minecraft:planks"
"Create","minecraft:spruce_planks",16,"Spruce Planks","create:cutting/stripped_spruce_wood","minecraft:planks"
"Create","minecraft:string",616,"String","create:crushing/wool","buzzier_bees:candle_wick, forge:string"
"Create","minecraft:string",616,"String","create:milling/wool","buzzier_bees:candle_wick, forge:string"
"Create","minecraft:stripped_acacia_log",49,"Stripped Acacia Log","create:cutting/acacia_log","minecraft:acacia_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_acacia_wood",57,"Stripped Acacia Wood","create:cutting/acacia_wood","minecraft:acacia_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_birch_log",47,"Stripped Birch Log","create:cutting/birch_log","minecraft:birch_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_birch_wood",55,"Stripped Birch Wood","create:cutting/birch_wood","minecraft:birch_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_crimson_hyphae",59,"Stripped Crimson Hyphae","create:cutting/crimson_hyphae","minecraft:crimson_stems, minecraft:logs, minecraft:non_flammable_wood"
"Create","minecraft:stripped_crimson_stem",51,"Stripped Crimson Stem","create:cutting/crimson_stem","minecraft:crimson_stems, minecraft:logs, minecraft:non_flammable_wood"
"Create","minecraft:stripped_dark_oak_log",50,"Stripped Dark Oak Log","create:cutting/dark_oak_log","minecraft:dark_oak_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_dark_oak_wood",58,"Stripped Dark Oak Wood","create:cutting/dark_oak_wood","minecraft:dark_oak_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_jungle_log",48,"Stripped Jungle Log","create:cutting/jungle_log","minecraft:jungle_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_jungle_wood",56,"Stripped Jungle Wood","create:cutting/jungle_wood","minecraft:jungle_logs, minecraft:logs, minecraft:logs_that_burn"
"Create","minecraft:stripped_oak_log",45,"Stripped Oak Log","create:cutting/oak_log","minecraft:logs, minecraft:logs_that_burn, minecraft:oak_logs"
"Create","minecraft:stripped_oak_wood",53,"Stripped Oak Wood","create:cutting/oak_wood","minecraft:logs, minecraft:logs_that_burn, minecraft:oak_logs"
"Create","minecraft:stripped_spruce_log",46,"Stripped Spruce Log","create:cutting/spruce_log","minecraft:logs, minecraft:logs_that_burn, minecraft:spruce_logs"
"Create","minecraft:stripped_spruce_wood",54,"Stripped Spruce Wood","create:cutting/spruce_wood","minecraft:logs, minecraft:logs_that_burn, minecraft:spruce_logs"
"Create","minecraft:stripped_warped_hyphae",60,"Stripped Warped Hyphae","create:cutting/warped_hyphae","minecraft:logs, minecraft:non_flammable_wood, minecraft:warped_stems"
"Create","minecraft:stripped_warped_stem",52,"Stripped Warped Stem","create:cutting/warped_stem","minecraft:logs, minecraft:non_flammable_wood, minecraft:warped_stems"
"Create","minecraft:sugar",714,"Sugar","create:milling/sugar_cane",""
"Create","minecraft:warped_planks",22,"Warped Planks","create:cutting/stripped_warped_hyphae","minecraft:non_flammable_wood, minecraft:planks"
"Create","minecraft:warped_planks",22,"Warped Planks","create:cutting/stripped_warped_stem","minecraft:non_flammable_wood, minecraft:planks"
"Create","minecraft:wheat_seeds",619,"Wheat Seeds","create:milling/grass","forge:seeds, forge:seeds/wheat, quark:seed_pouch_holdable"
"Create","minecraft:wheat_seeds",619,"Wheat Seeds","create:milling/tall_grass","forge:seeds, forge:seeds/wheat, quark:seed_pouch_holdable"
"Create","minecraft:white_concrete",464,"White Concrete","create:splashing/white_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:white_dye",696,"White Dye","create:milling/bone_meal","forge:dyes, forge:dyes/white"
"Create","minecraft:white_dye",696,"White Dye","create:milling/lily_of_the_valley","forge:dyes, forge:dyes/white"
"Create","minecraft:white_dye",696,"White Dye","create:milling/white_tulip","forge:dyes, forge:dyes/white"
"Create","minecraft:white_wool",95,"White Wool","create:splashing/wool","minecraft:wool"
"Create","minecraft:yellow_concrete",468,"Yellow Concrete","create:splashing/yellow_concrete_powder","engineersdecor:plain_concretes"
"Create","minecraft:yellow_dye",700,"Yellow Dye","create:compat/atmospheric/milling/warm_monkey_brush","forge:dyes, forge:dyes/yellow"
"Create","minecraft:yellow_dye",700,"Yellow Dye","create:milling/dandelion","forge:dyes, forge:dyes/yellow"
"Create","minecraft:yellow_dye",700,"Yellow Dye","create:milling/sunflower","forge:dyes, forge:dyes/yellow"
"Create","quark:biotite",4421,"Ender Biotite","create:compat/quark/crushing/biotite","forge:gems/biotite"
"Create","quark:cactus_paste",3987,"Cactus Paste","create:compat/quark/crushing/cactus",""
"Create","quark:rusty_iron_plate",4082,"Rusty Iron Plate","create:compat/quark/splashing/iron_plate_rusting",""
"Create","upgrade_aquatic:river_planks",2551,"River Planks","create:compat/upgrade_aquatic/cutting/stripped_river_log","minecraft:planks"
"Create","upgrade_aquatic:stripped_river_log",2545,"Stripped River Log","create:compat/upgrade_aquatic/cutting/river_log","minecraft:logs, minecraft:logs_that_burn, upgrade_aquatic:river_logs"
"Decorative Blocks","decorative_blocks:acacia_beam",1640,"Acacia Beam","decorative_blocks:acacia_beam","minecraft:acacia_logs, minecraft:logs, minecraft:logs_that_burn"
"Decorative Blocks","decorative_blocks:acacia_palisade",1659,"Acacia Palisade","decorative_blocks:acacia_palisade",""
"Decorative Blocks","decorative_blocks:acacia_seat",1678,"Acacia Seat","decorative_blocks:acacia_seat",""
"Decorative Blocks","decorative_blocks:acacia_support",1697,"Acacia Support","decorative_blocks:acacia_support",""
"Decorative Blocks","decorative_blocks:bar_panel",1618,"Bar Panel","decorative_blocks:bar_panel",""
"Decorative Blocks","decorative_blocks:birch_beam",1638,"Birch Beam","decorative_blocks:birch_beam","minecraft:birch_logs, minecraft:logs, minecraft:logs_that_burn"
"Decorative Blocks","decorative_blocks:birch_palisade",1657,"Birch Palisade","decorative_blocks:birch_palisade",""
"Decorative Blocks","decorative_blocks:birch_seat",1676,"Birch Seat","decorative_blocks:birch_seat",""
"Decorative Blocks","decorative_blocks:birch_support",1695,"Birch Support","decorative_blocks:birch_support",""
"Decorative Blocks","decorative_blocks:brazier",1623,"Brazier","decorative_blocks:brazier",""
"Decorative Blocks","decorative_blocks:chain",1620,"Big Chain","decorative_blocks:chain",""
"Decorative Blocks","decorative_blocks:chandelier",1621,"Chandelier","decorative_blocks:chandelier",""
"Decorative Blocks","decorative_blocks:crimson_beam",1639,"Crimson Beam","decorative_blocks:crimson_beam","minecraft:crimson_stems, minecraft:logs, minecraft:non_flammable_wood"
"Decorative Blocks","decorative_blocks:crimson_palisade",1658,"Crimson Palisade","decorative_blocks:crimson_palisade",""
"Decorative Blocks","decorative_blocks:crimson_seat",1677,"Crimson Seat","decorative_blocks:crimson_seat","minecraft:non_flammable_wood"
"Decorative Blocks","decorative_blocks:crimson_support",1696,"Crimson Support","decorative_blocks:crimson_support","minecraft:non_flammable_wood"
"Decorative Blocks","decorative_blocks:dark_oak_beam",1629,"Dark Oak Beam","decorative_blocks:dark_oak_beam","minecraft:dark_oak_logs, minecraft:logs, minecraft:logs_that_burn"
"Decorative Blocks","decorative_blocks:dark_oak_palisade",1648,"Dark Oak Palisade","decorative_blocks:dark_oak_palisade",""
"Decorative Blocks","decorative_blocks:dark_oak_seat",1667,"Dark Oak Seat","decorative_blocks:dark_oak_seat",""
"Decorative Blocks","decorative_blocks:dark_oak_support",1686,"Dark Oak Support","decorative_blocks:dark_oak_support",""
"Decorative Blocks","decorative_blocks:jungle_beam",1643,"Jungle Beam","decorative_blocks:jungle_beam","minecraft:jungle_logs, minecraft:logs, minecraft:logs_that_burn"
"Decorative Blocks","decorative_blocks:jungle_palisade",1662,"Jungle Palisade","decorative_blocks:jungle_palisade",""
"Decorative Blocks","decorative_blocks:jungle_seat",1681,"Jungle Seat","decorative_blocks:jungle_seat",""
"Decorative Blocks","decorative_blocks:jungle_support",1700,"Jungle Support","decorative_blocks:jungle_support",""
"Decorative Blocks","decorative_blocks:lattice",1619,"Lattice","decorative_blocks:lattice",""
"Decorative Blocks","decorative_blocks:oak_beam",1645,"Oak Beam","decorative_blocks:oak_beam","minecraft:logs, minecraft:logs_that_burn, minecraft:oak_logs"
"Decorative Blocks","decorative_blocks:oak_palisade",1664,"Oak Palisade","decorative_blocks:oak_palisade",""
"Decorative Blocks","decorative_blocks:oak_seat",1683,"Oak Seat","decorative_blocks:oak_seat",""
"Decorative Blocks","decorative_blocks:oak_support",1702,"Oak Support","decorative_blocks:oak_support",""
"Decorative Blocks","decorative_blocks:rocky_dirt",1626,"Rocky Dirt","decorative_blocks:rocky_dirt",""
"Decorative Blocks","decorative_blocks:soul_brazier",1624,"Soul Brazier","decorative_blocks:soul_brazier",""
"Decorative Blocks","decorative_blocks:soul_chandelier",1622,"Soul Chandelier","decorative_blocks:soul_chandelier",""
"Decorative Blocks","decorative_blocks:spruce_beam",1631,"Spruce Beam","decorative_blocks:spruce_beam","minecraft:logs, minecraft:logs_that_burn, minecraft:spruce_logs"
"Decorative Blocks","decorative_blocks:spruce_palisade",1650,"Spruce Palisade","decorative_blocks:spruce_palisade",""
"Decorative Blocks","decorative_blocks:spruce_seat",1669,"Spruce Seat","decorative_blocks:spruce_seat",""
"Decorative Blocks","decorative_blocks:spruce_support",1688,"Spruce Support","decorative_blocks:spruce_support",""
"Decorative Blocks","decorative_blocks:stone_pillar",1625,"Stone Pillar","decorative_blocks:stone_pillar",""
"Decorative Blocks","decorative_blocks:warped_beam",1636,"Warped Beam","decorative_blocks:warped_beam","minecraft:logs, minecraft:warped_stems"
"Decorative Blocks","decorative_blocks:warped_palisade",1655,"Warped Palisade","decorative_blocks:warped_palisade","minecraft:non_flammable_wood"
"Decorative Blocks","decorative_blocks:warped_seat",1674,"Warped Seat","decorative_blocks:warped_seat","minecraft:non_flammable_wood"
"Decorative Blocks","decorative_blocks:warped_support",1693,"Warped Support","decorative_blocks:warped_support","minecraft:non_flammable_wood"
"Decorative Blocks","minecraft:dirt",9,"Dirt","decorative_blocks:dirt_from_rocky_dirt","engineersdecor:dirts"
"Decorative Blocks","minecraft:soul_torch",223,"Soul Torch","decorative_blocks:soul_torches_from_soul_chandelier","minecraft:piglin_repellents"
"Decorative Blocks","minecraft:torch",171,"Torch","decorative_blocks:torches_from_chandelier",""
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block","engineersdecor:independent/clinker_brick_recipe",""
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block","engineersdecor:independent/clinker_brick_recipe2",""
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block","engineersdecor:independent/clinker_brick_stained_block_recipe_decompose",""
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block","engineersdecor:independent/clinker_brick_stairs_recipe_decompose",""
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block","engineersdecor:independent/clinker_brick_wall_recipe_decompose",""
"Engineer's Decor","engineersdecor:clinker_brick_sastor_corner_block",4984,"Sandstone Ornated Clinker Brick","engineersdecor:independent/clinker_brick_sastor_corner_block_recipe",""
"Engineer's Decor","engineersdecor:clinker_brick_slab",4981,"Clinker Brick Slab","engineersdecor:independent/clinker_brick_slab_recipe","minecraft:slabs"
"Engineer's Decor","engineersdecor:clinker_brick_stained_block",4985,"Stained Clinker Brick Block","engineersdecor:independent/clinker_brick_stained_block_recipe",""
"Engineer's Decor","engineersdecor:clinker_brick_stained_block",4985,"Stained Clinker Brick Block","engineersdecor:independent/clinker_brick_stained_slab_recipe_decompose",""
"Engineer's Decor","engineersdecor:clinker_brick_stained_slab",4986,"Stained Clinker Brick Slab","engineersdecor:independent/clinker_brick_stained_slab_recipe","minecraft:slabs"
"Engineer's Decor","engineersdecor:clinker_brick_stained_stairs",4987,"Stained Clinker Brick Stairs","engineersdecor:independent/clinker_brick_stained_stairs_recipe","minecraft:stairs"
"Engineer's Decor","engineersdecor:clinker_brick_stairs",4982,"Clinker Brick Stairs","engineersdecor:independent/clinker_brick_stairs_recipe","minecraft:stairs"
"Engineer's Decor","engineersdecor:clinker_brick_wall",4983,"Clinker Brick Wall","engineersdecor:independent/clinker_brick_wall_recipe","minecraft:walls"
"Engineer's Decor","engineersdecor:dark_shingle_roof",5013,"Dark Shingle Roof","engineersdecor:independent/dark_shingle_roof_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof",5013,"Dark Shingle Roof","engineersdecor:independent/dark_shingle_roof_recipe_from_block",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_block",5017,"Dark Shingle Roof Block","engineersdecor:independent/dark_shingle_roof_recipe_decompose",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_block",5017,"Dark Shingle Roof Block","engineersdecor:independent/dark_shingle_roof_slab_recipe_decompose",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_chimney",5020,"Dark Shingle Roof Chimney.","engineersdecor:independent/dark_shingle_roof_chimney_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_chimneytrunk",5016,"Dark Shingle Roof Chimney Trunk","engineersdecor:independent/dark_shingle_roof_chimneytrunk_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_metallized",5014,"Dark Shingle Roof Snow Guard","engineersdecor:independent/dark_shingle_roof_metallized_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_skylight",5015,"Dark Shingle Roof Skylight","engineersdecor:independent/dark_shingle_roof_skylight_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_slab",5018,"Dark Shingle Roof Slab","engineersdecor:independent/dark_shingle_roof_halfslab_recipe_decompose",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_slab",5018,"Dark Shingle Roof Slab","engineersdecor:independent/dark_shingle_roof_slab_recipe",""
"Engineer's Decor","engineersdecor:dark_shingle_roof_slabslice",5019,"Dark Shingle Roof Slab Slice","engineersdecor:independent/dark_shingle_roof_halfslab_recipe",""
"Engineer's Decor","engineersdecor:dense_grit_dirt_block",4979,"Dense Grit Dirt","engineersdecor:independent/dense_grit_sand_dirt_recipe","forge:dirt"
"Engineer's Decor","engineersdecor:dense_grit_sand_block",4978,"Dense Grit Sand","engineersdecor:independent/dense_grit_sand_block_recipe",""
"Engineer's Decor","engineersdecor:factory_dropper",4964,"Factory Dropper","engineersdecor:independent/factory_dropper_recipe",""
"Engineer's Decor","engineersdecor:factory_hopper",4963,"Factory Hopper","engineersdecor:independent/factory_hopper_recipe",""
"Engineer's Decor","engineersdecor:factory_placer",4965,"Factory Block Placer","engineersdecor:independent/factory_placer_recipe",""
"Engineer's Decor","engineersdecor:fluid_barrel",4973,"Fluid Barrel","engineersdecor:independent/fluid_barrel_recipe",""
"Engineer's Decor","engineersdecor:gas_concrete",4999,"Gas Concrete Block","engineersdecor:dependent/gas_concrete_block_recipe",""
"Engineer's Decor","engineersdecor:gas_concrete",4999,"Gas Concrete Block","engineersdecor:independent/gas_concrete_slab_recipe_decompose",""
"Engineer's Decor","engineersdecor:gas_concrete",4999,"Gas Concrete Block","engineersdecor:independent/gas_concrete_stairs_recipe_decompose",""
"Engineer's Decor","engineersdecor:gas_concrete",4999,"Gas Concrete Block","engineersdecor:independent/gas_concrete_wall_recipe_decompose",""
"Engineer's Decor","engineersdecor:gas_concrete_slab",5000,"Gas Concrete Slab","engineersdecor:independent/gas_concrete_halfslab_recipe_decompose","minecraft:slabs"
"Engineer's Decor","engineersdecor:gas_concrete_slab",5000,"Gas Concrete Slab","engineersdecor:independent/gas_concrete_slab_recipe","minecraft:slabs"
"Engineer's Decor","engineersdecor:gas_concrete_stairs",5001,"Gas Concrete Stairs","engineersdecor:independent/gas_concrete_stairs_recipe","minecraft:stairs"
"Engineer's Decor","engineersdecor:gas_concrete_wall",5002,"Gas Concrete Wall","engineersdecor:independent/gas_concrete_wall_recipe","minecraft:walls"
"Engineer's Decor","engineersdecor:halfslab_gas_concrete",5004,"Gas Concrete Slice","engineersdecor:independent/gas_concrete_halfslab_recipe",""
"Engineer's Decor","engineersdecor:halfslab_rebar_concrete",5003,"Rebar Concrete Slice","engineersdecor:independent/rebar_concrete_halfslab_recipe",""
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_aluminum",5010,"Aluminum Sheet Metal Slice","engineersdecor:dependent/halfslab_sheetmetal_aluminum_recipe",""
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_copper",5008,"Copper Sheet Metal Slice","engineersdecor:dependent/halfslab_sheetmetal_copper_recipe",""
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_gold",5009,"Gold Sheet Metal Slice","engineersdecor:dependent/halfslab_sheetmetal_gold_recipe",""
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_iron",5006,"Iron Sheet Metal Slice","engineersdecor:dependent/halfslab_sheetmetal_iron_recipe",""
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_steel",5007,"Steel Sheet Metal Slice","engineersdecor:dependent/halfslab_sheetmetal_steel_recipe",""
"Engineer's Decor","engineersdecor:halfslab_treated_wood",5005,"Treated Wood Slice","engineersdecor:dependent/halfslab_treated_wood_recipe",""
"Engineer's Decor","engineersdecor:iron_bulb_light",5042,"Iron Bulb Light","engineersdecor:independent/iron_bulb_light_recipe",""
"Engineer's Decor","engineersdecor:iron_ceiling_edge_light",5041,"Ceiling Edge Light","engineersdecor:independent/iron_ceiling_edge_light_recipe",""
"Engineer's Decor","engineersdecor:iron_floor_edge_light",5040,"Inset Floor Edge Light","engineersdecor:independent/iron_floor_edge_light_recipe",""
"Engineer's Decor","engineersdecor:iron_hatch",5025,"Iron Hatch","engineersdecor:independent/iron_hatch_recipe",""
"Engineer's Decor","engineersdecor:iron_inset_light",5039,"Inset Light","engineersdecor:independent/iron_inset_light_recipe",""
"Engineer's Decor","engineersdecor:iron_inset_light",5039,"Inset Light","engineersdecor:independent/iron_inset_light_recipe_backcycle",""
"Engineer's Decor","engineersdecor:labeled_crate",4960,"Labeled Crate","engineersdecor:independent/labeled_crate_recipe",""
"Engineer's Decor","engineersdecor:metal_bar",4958,"Metal Bar","engineersdecor:dependent/metal_bar_recipe",""
"Engineer's Decor","engineersdecor:metal_crafting_table",4959,"Metal Crafting Table","engineersdecor:independent/metal_crafting_table_recipe",""
"Engineer's Decor","engineersdecor:metal_rung_ladder",5021,"Metal Rung Ladder","engineersdecor:independent/metal_rung_ladder_recipe",""
"Engineer's Decor","engineersdecor:metal_rung_steps",5022,"Staggered Metal Steps","engineersdecor:independent/metal_rung_steps_recipe",""
"Engineer's Decor","engineersdecor:metal_sliding_door",5024,"Metal Sliding Door","engineersdecor:independent/metal_sliding_door_recipe","minecraft:doors"
"Engineer's Decor","engineersdecor:old_industrial_wood_door",5030,"Old Industrial Wood Door","engineersdecor:independent/old_industrial_wood_door_recipe","minecraft:doors, minecraft:wooden_doors"
"Engineer's Decor","engineersdecor:old_industrial_wood_planks",5026,"Old Industrial Wood Planks","engineersdecor:dependent/old_industrial_planks_recipe",""
"Engineer's Decor","engineersdecor:old_industrial_wood_planks",5026,"Old Industrial Wood Planks","engineersdecor:dependent/old_industrial_planks_recipe_vmirrored",""
"Engineer's Decor","engineersdecor:old_industrial_wood_planks",5026,"Old Industrial Wood Planks","engineersdecor:independent/old_industrial_wood_slab_recipe_decompose",""
"Engineer's Decor","engineersdecor:old_industrial_wood_planks",5026,"Old Industrial Wood Planks","engineersdecor:independent/old_industrial_wood_stairs_recipe_decompose",""
"Engineer's Decor","engineersdecor:old_industrial_wood_slab",5027,"Old Industrial Wood Slab","engineersdecor:independent/old_industrial_wood_slab_recipe",""
"Engineer's Decor","engineersdecor:old_industrial_wood_slab",5027,"Old Industrial Wood Slab","engineersdecor:independent/old_industrial_wood_slabslice_recipe_decompose",""
"Engineer's Decor","engineersdecor:old_industrial_wood_slabslice",5029,"Old Industrial Wood Slab Slice","engineersdecor:independent/old_industrial_wood_slabslice_recipe",""
"Engineer's Decor","engineersdecor:old_industrial_wood_stairs",5028,"Old Industrial Wood Stairs","engineersdecor:independent/old_industrial_wood_stairs_recipe",""
"Engineer's Decor","engineersdecor:panzerglass_block",5011,"Panzer Glass Block","engineersdecor:independent/panzerglass_block_recipe",""
"Engineer's Decor","engineersdecor:panzerglass_slab",5012,"Panzer Glass Slab","engineersdecor:independent/panzerglass_slab_recipe","minecraft:slabs"
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block","engineersdecor:independent/rebar_concrete_block_recipe",""
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block","engineersdecor:independent/rebar_concrete_slab_recipe_decompose",""
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block","engineersdecor:independent/rebar_concrete_stairs_recipe_decompose",""
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block","engineersdecor:independent/rebar_concrete_tile_recipe_decompose",""
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block","engineersdecor:independent/rebar_concrete_wall_recipe_decompose",""
"Engineer's Decor","engineersdecor:rebar_concrete_slab",4993,"Rebar Concrete Slab","engineersdecor:independent/rebar_concrete_halfslab_recipe_decompose","minecraft:slabs"
"Engineer's Decor","engineersdecor:rebar_concrete_slab",4993,"Rebar Concrete Slab","engineersdecor:independent/rebar_concrete_slab_recipe","minecraft:slabs"
"Engineer's Decor","engineersdecor:rebar_concrete_stairs",4994,"Rebar Concrete Stairs","engineersdecor:independent/rebar_concrete_stairs_recipe","minecraft:stairs"
"Engineer's Decor","engineersdecor:rebar_concrete_tile",4996,"Rebar Concrete Tile","engineersdecor:independent/rebar_concrete_tile_recipe",""
