"Mod name","Registry name","Item ID","Display name","Exists"
"Create","create:dolomite_bricks","create:dolomite_bricks","Dolomite Bricks","true"
"Create","create:dolomite_bricks_slab","create:dolomite_bricks_slab","Dolomite Bricks Slab","true"
"Create","create:dolomite_bricks_stairs","create:dolomite_bricks_stairs","Dolomite Bricks Stairs","true"
"Create","create:dolomite_bricks_wall","create:dolomite_bricks_wall","Dolomite Bricks Wall","true"
"Create","create:dolomite_cobblestone","create:dolomite_cobblestone","Dolomite Cobblestone","true"
"Create","create:dolomite_cobblestone_slab","create:dolomite_cobblestone_slab","Dolomite Cobblestone Slab","true"
"Create","create:dolomite_cobblestone_stairs","create:dolomite_cobblestone_stairs","Dolomite Cobblestone Stairs","true"
"Create","create:dolomite_cobblestone_wall","create:dolomite_cobblestone_wall","Dolomite Cobblestone Wall","true"
"Create","create:dolomite_pillar","create:dolomite_pillar","Dolomite Pillar","true"
"Create","create:encased_chain_drive","create:encased_chain_drive","Encased Chain Drive","true"
"Create","create:encased_fan","create:encased_fan","Encased Fan","true"
"Create","create:encased_fluid_pipe","","Encased Fluid Pipe","true"
"Create","create:fancy_andesite_bricks","create:fancy_andesite_bricks","Fancy Andesite Bricks","true"
"Create","create:fancy_andesite_bricks_slab","create:fancy_andesite_bricks_slab","Fancy Andesite Bricks Slab","true"
"Create","create:fancy_andesite_bricks_stairs","create:fancy_andesite_bricks_stairs","Fancy Andesite Bricks Stairs","true"
"Create","create:fancy_andesite_bricks_wall","create:fancy_andesite_bricks_wall","Fancy Andesite Bricks Wall","true"
"Create","create:fancy_dark_scoria_bricks","create:fancy_dark_scoria_bricks","Fancy Dark Scoria Bricks","true"
"Create","create:fancy_dark_scoria_bricks_slab","create:fancy_dark_scoria_bricks_slab","Fancy Dark Scoria Bricks Slab","true"
"Create","create:fancy_dark_scoria_bricks_stairs","create:fancy_dark_scoria_bricks_stairs","Fancy Dark Scoria Bricks Stairs","true"
"Create","create:fancy_dark_scoria_bricks_wall","create:fancy_dark_scoria_bricks_wall","Fancy Dark Scoria Bricks Wall","true"
"Create","create:fancy_diorite_bricks","create:fancy_diorite_bricks","Fancy Diorite Bricks","true"
"Create","create:fancy_diorite_bricks_slab","create:fancy_diorite_bricks_slab","Fancy Diorite Bricks Slab","true"
"Create","create:fancy_diorite_bricks_stairs","create:fancy_diorite_bricks_stairs","Fancy Diorite Bricks Stairs","true"
"Create","create:fancy_diorite_bricks_wall","create:fancy_diorite_bricks_wall","Fancy Diorite Bricks Wall","true"
"Create","create:fancy_dolomite_bricks","create:fancy_dolomite_bricks","Fancy Dolomite Bricks","true"
"Create","create:fancy_dolomite_bricks_slab","create:fancy_dolomite_bricks_slab","Fancy Dolomite Bricks Slab","true"
"Create","create:fancy_dolomite_bricks_stairs","create:fancy_dolomite_bricks_stairs","Fancy Dolomite Bricks Stairs","true"
"Create","create:fancy_dolomite_bricks_wall","create:fancy_dolomite_bricks_wall","Fancy Dolomite Bricks Wall","true"
"Create","create:fancy_gabbro_bricks","create:fancy_gabbro_bricks","Fancy Gabbro Bricks","true"
"Create","create:fancy_gabbro_bricks_slab","create:fancy_gabbro_bricks_slab","Fancy Gabbro Bricks Slab","true"
"Create","create:fancy_gabbro_bricks_stairs","create:fancy_gabbro_bricks_stairs","Fancy Gabbro Bricks Stairs","true"
"Create","create:fancy_gabbro_bricks_wall","create:fancy_gabbro_bricks_wall","Fancy Gabbro Bricks Wall","true"
"Create","create:fancy_granite_bricks","create:fancy_granite_bricks","Fancy Granite Bricks","true"
"Create","create:fancy_granite_bricks_slab","create:fancy_granite_bricks_slab","Fancy Granite Bricks Slab","true"
"Create","create:fancy_granite_bricks_stairs","create:fancy_granite_bricks_stairs","Fancy Granite Bricks Stairs","true"
"Create","create:fancy_granite_bricks_wall","create:fancy_granite_bricks_wall","Fancy Granite Bricks Wall","true"
"Create","create:fancy_limestone_bricks","create:fancy_limestone_bricks","Fancy Limestone Bricks","true"
"Create","create:fancy_limestone_bricks_slab","create:fancy_limestone_bricks_slab","Fancy Limestone Bricks Slab","true"
"Create","create:fancy_limestone_bricks_stairs","create:fancy_limestone_bricks_stairs","Fancy Limestone Bricks Stairs","true"
"Create","create:fancy_limestone_bricks_wall","create:fancy_limestone_bricks_wall","Fancy Limestone Bricks Wall","true"
"Create","create:fancy_scoria_bricks","create:fancy_scoria_bricks","Fancy Scoria Bricks","true"
"Create","create:fancy_scoria_bricks_slab","create:fancy_scoria_bricks_slab","Fancy Scoria Bricks Slab","true"
"Create","create:fancy_scoria_bricks_stairs","create:fancy_scoria_bricks_stairs","Fancy Scoria Bricks Stairs","true"
"Create","create:fancy_scoria_bricks_wall","create:fancy_scoria_bricks_wall","Fancy Scoria Bricks Wall","true"
"Create","create:fancy_weathered_limestone_bricks","create:fancy_weathered_limestone_bricks","Fancy Weathered Limestone Bricks","true"
"Create","create:fancy_weathered_limestone_bricks_slab","create:fancy_weathered_limestone_bricks_slab","Fancy Weathered Limestone Bricks Slab","true"
"Create","create:fancy_weathered_limestone_bricks_stairs","create:fancy_weathered_limestone_bricks_stairs","Fancy Weathered Limestone Bricks Stairs","true"
"Create","create:fancy_weathered_limestone_bricks_wall","create:fancy_weathered_limestone_bricks_wall","Fancy Weathered Limestone Bricks Wall","true"
"Create","create:fluid_pipe","create:fluid_pipe","Fluid Pipe","true"
"Create","create:fluid_tank","create:fluid_tank","Fluid Tank","true"
"Create","create:fluid_valve","create:fluid_valve","Fluid Valve","true"
"Create","create:flywheel","create:flywheel","Flywheel","true"
"Create","create:framed_glass","create:framed_glass","Framed Glass","true"
"Create","create:framed_glass_pane","create:framed_glass_pane","Framed Glass Pane","true"
"Create","create:furnace_engine","create:furnace_engine","Furnace Engine","true"
"Create","create:gabbro","create:gabbro","Gabbro","true"
"Create","create:gabbro_bricks","create:gabbro_bricks","Gabbro Bricks","true"
"Create","create:gabbro_bricks_slab","create:gabbro_bricks_slab","Gabbro Bricks Slab","true"
"Create","create:gabbro_bricks_stairs","create:gabbro_bricks_stairs","Gabbro Bricks Stairs","true"
"Create","create:gabbro_bricks_wall","create:gabbro_bricks_wall","Gabbro Bricks Wall","true"
"Create","create:gabbro_cobblestone","create:gabbro_cobblestone","Gabbro Cobblestone","true"
"Create","create:gabbro_cobblestone_slab","create:gabbro_cobblestone_slab","Gabbro Cobblestone Slab","true"
"Create","create:gabbro_cobblestone_stairs","create:gabbro_cobblestone_stairs","Gabbro Cobblestone Stairs","true"
"Create","create:gabbro_cobblestone_wall","create:gabbro_cobblestone_wall","Gabbro Cobblestone Wall","true"
"Create","create:gabbro_pillar","create:gabbro_pillar","Gabbro Pillar","true"
"Create","create:gearbox","create:gearbox","Gearbox","true"
"Create","create:gearshift","create:gearshift","Gearshift","true"
"Create","create:glass_fluid_pipe","","Glass Fluid Pipe","true"
"Create","create:granite_bricks","create:granite_bricks","Granite Bricks","true"
"Create","create:granite_bricks_slab","create:granite_bricks_slab","Granite Bricks Slab","true"
"Create","create:granite_bricks_stairs","create:granite_bricks_stairs","Granite Bricks Stairs","true"
"Create","create:granite_bricks_wall","create:granite_bricks_wall","Granite Bricks Wall","true"
"Create","create:granite_cobblestone","create:granite_cobblestone","Granite Cobblestone","true"
"Create","create:granite_cobblestone_slab","create:granite_cobblestone_slab","Granite Cobblestone Slab","true"
"Create","create:granite_cobblestone_stairs","create:granite_cobblestone_stairs","Granite Cobblestone Stairs","true"
"Create","create:granite_cobblestone_wall","create:granite_cobblestone_wall","Granite Cobblestone Wall","true"
"Create","create:granite_pillar","create:granite_pillar","Granite Pillar","true"
"Create","create:gray_sail","","Gray Sail","true"
"Create","create:gray_seat","create:gray_seat","Gray Seat","true"
"Create","create:gray_valve_handle","create:gray_valve_handle","Gray Valve Handle","true"
"Create","create:green_sail","","Green Sail","true"
"Create","create:green_seat","create:green_seat","Green Seat","true"
"Create","create:green_valve_handle","create:green_valve_handle","Green Valve Handle","true"
"Create","create:hand_crank","create:hand_crank","Hand Crank","true"
"Create","create:honey","","Honey","true"
"Create","create:horizontal_framed_glass","create:horizontal_framed_glass","Horizontal Framed Glass","true"
"Create","create:horizontal_framed_glass_pane","create:horizontal_framed_glass_pane","Horizontal Framed Glass Pane","true"
"Create","create:hose_pulley","create:hose_pulley","Hose Pulley","true"
"Create","create:item_drain","create:item_drain","Item Drain","true"
"Create","create:jungle_window","create:jungle_window","Jungle Window","true"
"Create","create:jungle_window_pane","create:jungle_window_pane","Jungle Window Pane","true"
"Create","create:large_cogwheel","create:large_cogwheel","Large Cogwheel","true"
"Create","create:layered_andesite","create:layered_andesite","Layered Andesite","true"
"Create","create:layered_dark_scoria","create:layered_dark_scoria","Layered Dark Scoria","true"
"Create","create:layered_diorite","create:layered_diorite","Layered Diorite","true"
"Create","create:layered_dolomite","create:layered_dolomite","Layered Dolomite","true"
"Create","create:layered_gabbro","create:layered_gabbro","Layered Gabbro","true"
"Create","create:layered_granite","create:layered_granite","Layered Granite","true"
"Create","create:layered_limestone","create:layered_limestone","Layered Limestone","true"
"Create","create:layered_scoria","create:layered_scoria","Layered Scoria","true"
"Create","create:layered_weathered_limestone","create:layered_weathered_limestone","Layered Weathered Limestone","true"
"Create","create:light_blue_sail","","Light Blue Sail","true"
"Create","create:light_blue_seat","create:light_blue_seat","Light Blue Seat","true"
"Create","create:light_blue_valve_handle","create:light_blue_valve_handle","Light Blue Valve Handle","true"
"Create","create:light_gray_sail","","Light Gray Sail","true"
"Create","create:light_gray_seat","create:light_gray_seat","Light Gray Seat","true"
"Create","create:light_gray_valve_handle","create:light_gray_valve_handle","Light Gray Valve Handle","true"
"Create","create:lime_sail","","Lime Sail","true"
"Create","create:lime_seat","create:lime_seat","Lime Seat","true"
"Create","create:lime_valve_handle","create:lime_valve_handle","Lime Valve Handle","true"
"Create","create:limesand","create:limesand","Limesand","true"
"Create","create:limestone","create:limestone","Limestone","true"
"Create","create:limestone_bricks","create:limestone_bricks","Limestone Bricks","true"
"Create","create:limestone_bricks_slab","create:limestone_bricks_slab","Limestone Bricks Slab","true"
"Create","create:limestone_bricks_stairs","create:limestone_bricks_stairs","Limestone Bricks Stairs","true"
"Create","create:limestone_bricks_wall","create:limestone_bricks_wall","Limestone Bricks Wall","true"
"Create","create:limestone_cobblestone","create:limestone_cobblestone","Limestone Cobblestone","true"
"Create","create:limestone_cobblestone_slab","create:limestone_cobblestone_slab","Limestone Cobblestone Slab","true"
"Create","create:limestone_cobblestone_stairs","create:limestone_cobblestone_stairs","Limestone Cobblestone Stairs","true"
"Create","create:limestone_cobblestone_wall","create:limestone_cobblestone_wall","Limestone Cobblestone Wall","true"
"Create","create:limestone_pillar","create:limestone_pillar","Limestone Pillar","true"
"Create","create:linear_chassis","create:linear_chassis","Linear Chassis","true"
"Create","create:lit_blaze_burner","","Lit Blaze Burner","true"
"Create","create:magenta_sail","","Magenta Sail","true"
"Create","create:magenta_seat","create:magenta_seat","Magenta Seat","true"
"Create","create:magenta_valve_handle","create:magenta_valve_handle","Magenta Valve Handle","true"
"Create","create:mechanical_arm","create:mechanical_arm","Mechanical Arm","true"
"Create","create:mechanical_bearing","create:mechanical_bearing","Mechanical Bearing","true"
"Create","create:mechanical_crafter","create:mechanical_crafter","Mechanical Crafter","true"
"Create","create:mechanical_drill","create:mechanical_drill","Mechanical Drill","true"
"Create","create:mechanical_harvester","create:mechanical_harvester","Mechanical Harvester","true"
"Create","create:mechanical_mixer","create:mechanical_mixer","Mechanical Mixer","true"
"Create","create:mechanical_piston","create:mechanical_piston","Mechanical Piston","true"
"Create","create:mechanical_piston_head","","Mechanical Piston Head","true"
"Create","create:mechanical_plough","create:mechanical_plough","Mechanical Plough","true"
"Create","create:mechanical_press","create:mechanical_press","Mechanical Press","true"
"Create","create:mechanical_pump","create:mechanical_pump","Mechanical Pump","true"
"Create","create:mechanical_saw","create:mechanical_saw","Mechanical Saw","true"
"Create","create:metal_bracket","create:metal_bracket","Metal Bracket","true"
"Create","create:millstone","create:millstone","Millstone","true"
"Create","create:minecart_anchor","","Minecart Anchor","true"
"Create","create:mossy_andesite","create:mossy_andesite","Mossy Andesite","true"
"Create","create:mossy_dark_scoria","create:mossy_dark_scoria","Mossy Dark Scoria","true"
"Create","create:mossy_diorite","create:mossy_diorite","Mossy Diorite","true"
"Create","create:mossy_dolomite","create:mossy_dolomite","Mossy Dolomite","true"
"Create","create:mossy_gabbro","create:mossy_gabbro","Mossy Gabbro","true"
"Create","create:mossy_granite","create:mossy_granite","Mossy Granite","true"
"Create","create:mossy_limestone","create:mossy_limestone","Mossy Limestone","true"
"Create","create:mossy_scoria","create:mossy_scoria","Mossy Scoria","true"
"Create","create:mossy_weathered_limestone","create:mossy_weathered_limestone","Mossy Weathered Limestone","true"
"Create","create:mysterious_cuckoo_clock","create:mysterious_cuckoo_clock","Cuckoo Clock","true"
"Create","create:natural_scoria","create:natural_scoria","Natural Scoria","true"
"Create","create:nixie_tube","create:nixie_tube","Nixie Tube","true"
"Create","create:nozzle","create:nozzle","Nozzle","true"
"Create","create:oak_window","create:oak_window","Oak Window","true"
"Create","create:oak_window_pane","create:oak_window_pane","Oak Window Pane","true"
"Create","create:orange_sail","","Orange Sail","true"
"Create","create:orange_seat","create:orange_seat","Orange Seat","true"
"Create","create:orange_valve_handle","create:orange_valve_handle","Orange Valve Handle","true"
"Create","create:ornate_iron_window","create:ornate_iron_window","Ornate Iron Window","true"
"Create","create:ornate_iron_window_pane","create:ornate_iron_window_pane","Ornate Iron Window Pane","true"
"Create","create:overgrown_andesite","create:overgrown_andesite","Overgrown Andesite","true"
"Create","create:overgrown_dark_scoria","create:overgrown_dark_scoria","Overgrown Dark Scoria","true"
"Create","create:overgrown_diorite","create:overgrown_diorite","Overgrown Diorite","true"
"Create","create:overgrown_dolomite","create:overgrown_dolomite","Overgrown Dolomite","true"
"Create","create:overgrown_gabbro","create:overgrown_gabbro","Overgrown Gabbro","true"
"Create","create:overgrown_granite","create:overgrown_granite","Overgrown Granite","true"
"Create","create:overgrown_limestone","create:overgrown_limestone","Overgrown Limestone","true"
"Create","create:overgrown_scoria","create:overgrown_scoria","Overgrown Scoria","true"
"Create","create:overgrown_weathered_limestone","create:overgrown_weathered_limestone","Overgrown Weathered Limestone","true"
"Create","create:paved_andesite","create:paved_andesite","Paved Andesite","true"
"Create","create:paved_andesite_slab","create:paved_andesite_slab","Paved Andesite Slab","true"
"Create","create:paved_andesite_stairs","create:paved_andesite_stairs","Paved Andesite Stairs","true"
"Create","create:paved_andesite_wall","create:paved_andesite_wall","Paved Andesite Wall","true"
"Create","create:paved_dark_scoria","create:paved_dark_scoria","Paved Dark Scoria","true"
"Create","create:paved_dark_scoria_slab","create:paved_dark_scoria_slab","Paved Dark Scoria Slab","true"
"Create","create:paved_dark_scoria_stairs","create:paved_dark_scoria_stairs","Paved Dark Scoria Stairs","true"
"Create","create:paved_dark_scoria_wall","create:paved_dark_scoria_wall","Paved Dark Scoria Wall","true"
"Create","create:paved_diorite","create:paved_diorite","Paved Diorite","true"
"Create","create:paved_diorite_slab","create:paved_diorite_slab","Paved Diorite Slab","true"
"Create","create:paved_diorite_stairs","create:paved_diorite_stairs","Paved Diorite Stairs","true"
"Create","create:paved_diorite_wall","create:paved_diorite_wall","Paved Diorite Wall","true"
"Create","create:paved_dolomite","create:paved_dolomite","Paved Dolomite","true"
"Create","create:paved_dolomite_slab","create:paved_dolomite_slab","Paved Dolomite Slab","true"
"Create","create:paved_dolomite_stairs","create:paved_dolomite_stairs","Paved Dolomite Stairs","true"
"Create","create:paved_dolomite_wall","create:paved_dolomite_wall","Paved Dolomite Wall","true"
"Create","create:paved_gabbro","create:paved_gabbro","Paved Gabbro","true"
"Create","create:paved_gabbro_slab","create:paved_gabbro_slab","Paved Gabbro Slab","true"
"Create","create:paved_gabbro_stairs","create:paved_gabbro_stairs","Paved Gabbro Stairs","true"
"Create","create:paved_gabbro_wall","create:paved_gabbro_wall","Paved Gabbro Wall","true"
"Create","create:paved_granite","create:paved_granite","Paved Granite","true"
"Create","create:paved_granite_slab","create:paved_granite_slab","Paved Granite Slab","true"
"Create","create:paved_granite_stairs","create:paved_granite_stairs","Paved Granite Stairs","true"
"Create","create:paved_granite_wall","create:paved_granite_wall","Paved Granite Wall","true"
"Create","create:paved_limestone","create:paved_limestone","Paved Limestone","true"
"Create","create:paved_limestone_slab","create:paved_limestone_slab","Paved Limestone Slab","true"
"Create","create:paved_limestone_stairs","create:paved_limestone_stairs","Paved Limestone Stairs","true"
"Create","create:paved_limestone_wall","create:paved_limestone_wall","Paved Limestone Wall","true"
"Create","create:paved_scoria","create:paved_scoria","Paved Scoria","true"
"Create","create:paved_scoria_slab","create:paved_scoria_slab","Paved Scoria Slab","true"
"Create","create:paved_scoria_stairs","create:paved_scoria_stairs","Paved Scoria Stairs","true"
"Create","create:paved_scoria_wall","create:paved_scoria_wall","Paved Scoria Wall","true"
"Create","create:paved_weathered_limestone","create:paved_weathered_limestone","Paved Weathered Limestone","true"
"Create","create:paved_weathered_limestone_slab","create:paved_weathered_limestone_slab","Paved Weathered Limestone Slab","true"
"Create","create:paved_weathered_limestone_stairs","create:paved_weathered_limestone_stairs","Paved Weathered Limestone Stairs","true"
"Create","create:paved_weathered_limestone_wall","create:paved_weathered_limestone_wall","Paved Weathered Limestone Wall","true"
"Create","create:pink_sail","","Pink Sail","true"
"Create","create:pink_seat","create:pink_seat","Pink Seat","true"
"Create","create:pink_valve_handle","create:pink_valve_handle","Pink Valve Handle","true"
"Create","create:piston_extension_pole","create:piston_extension_pole","Piston Extension Pole","true"
"Create","create:polished_dark_scoria","create:polished_dark_scoria","Polished Dark Scoria","true"
"Create","create:polished_dark_scoria_slab","create:polished_dark_scoria_slab","Polished Dark Scoria Slab","true"
"Create","create:polished_dark_scoria_stairs","create:polished_dark_scoria_stairs","Polished Dark Scoria Stairs","true"
"Create","create:polished_dark_scoria_wall","create:polished_dark_scoria_wall","Polished Dark Scoria Wall","true"
"Create","create:polished_dolomite","create:polished_dolomite","Polished Dolomite","true"
"Create","create:polished_dolomite_slab","create:polished_dolomite_slab","Polished Dolomite Slab","true"
"Create","create:polished_dolomite_stairs","create:polished_dolomite_stairs","Polished Dolomite Stairs","true"
"Create","create:polished_dolomite_wall","create:polished_dolomite_wall","Polished Dolomite Wall","true"
"Create","create:polished_gabbro","create:polished_gabbro","Polished Gabbro","true"
"Create","create:polished_gabbro_slab","create:polished_gabbro_slab","Polished Gabbro Slab","true"
"Create","create:polished_gabbro_stairs","create:polished_gabbro_stairs","Polished Gabbro Stairs","true"
"Create","create:polished_gabbro_wall","create:polished_gabbro_wall","Polished Gabbro Wall","true"
"Create","create:polished_limestone","create:polished_limestone","Polished Limestone","true"
"Create","create:polished_limestone_slab","create:polished_limestone_slab","Polished Limestone Slab","true"
"Create","create:polished_limestone_stairs","create:polished_limestone_stairs","Polished Limestone Stairs","true"
"Create","create:polished_limestone_wall","create:polished_limestone_wall","Polished Limestone Wall","true"
"Create","create:polished_scoria","create:polished_scoria","Polished Scoria","true"
"Create","create:polished_scoria_slab","create:polished_scoria_slab","Polished Scoria Slab","true"
"Create","create:polished_scoria_stairs","create:polished_scoria_stairs","Polished Scoria Stairs","true"
"Create","create:polished_scoria_wall","create:polished_scoria_wall","Polished Scoria Wall","true"
"Create","create:polished_weathered_limestone","create:polished_weathered_limestone","Polished Weathered Limestone","true"
"Create","create:polished_weathered_limestone_slab","create:polished_weathered_limestone_slab","Polished Weathered Limestone Slab","true"
"Create","create:polished_weathered_limestone_stairs","create:polished_weathered_limestone_stairs","Polished Weathered Limestone Stairs","true"
"Create","create:polished_weathered_limestone_wall","create:polished_weathered_limestone_wall","Polished Weathered Limestone Wall","true"
"Create","create:portable_fluid_interface","create:portable_fluid_interface","Portable Fluid Interface","true"
"Create","create:portable_storage_interface","create:portable_storage_interface","Portable Storage Interface","true"
"Create","create:powered_latch","create:powered_latch","Powered Latch","true"
"Create","create:powered_toggle_latch","create:powered_toggle_latch","Powered Toggle Latch","true"
"Create","create:pulley_magnet","","Pulley Magnet","true"
"Create","create:pulse_repeater","create:pulse_repeater","Pulse Repeater","true"
"Create","create:purple_sail","","Purple Sail","true"
"Create","create:purple_seat","create:purple_seat","Purple Seat","true"
"Create","create:purple_valve_handle","create:purple_valve_handle","Purple Valve Handle","true"
"Create","create:radial_chassis","create:radial_chassis","Radial Chassis","true"
"Create","create:red_sail","","Red Sail","true"
"Create","create:red_seat","create:red_seat","Red Seat","true"
"Create","create:red_valve_handle","create:red_valve_handle","Red Valve Handle","true"
"Create","create:redstone_contact","create:redstone_contact","Redstone Contact","true"
"Create","create:redstone_link","create:redstone_link","Redstone Link","true"
"Create","create:refined_radiance_casing","create:refined_radiance_casing","Radiant Casing","true"
"Create","create:reinforced_rail","create:reinforced_rail","Reinforced Rail","true"
"Create","create:rope","","Rope","true"
"Create","create:rope_pulley","create:rope_pulley","Rope Pulley","true"
"Create","create:rotation_speed_controller","create:rotation_speed_controller","Rotation Speed Controller","true"
"Create","create:sail_frame","create:sail_frame","Sail Frame","true"
"Create","create:schematic_table","create:schematic_table","Schematic Table","true"
"Create","create:schematicannon","create:schematicannon","Schematicannon","true"
"Create","create:scoria","create:scoria","Scoria","true"
"Create","create:scoria_bricks","create:scoria_bricks","Scoria Bricks","true"
"Create","create:scoria_bricks_slab","create:scoria_bricks_slab","Scoria Bricks Slab","true"
"Create","create:scoria_bricks_stairs","create:scoria_bricks_stairs","Scoria Bricks Stairs","true"
"Create","create:scoria_bricks_wall","create:scoria_bricks_wall","Scoria Bricks Wall","true"
"Create","create:scoria_cobblestone","create:scoria_cobblestone","Scoria Cobblestone","true"
"Create","create:scoria_cobblestone_slab","create:scoria_cobblestone_slab","Scoria Cobblestone Slab","true"
"Create","create:scoria_cobblestone_stairs","create:scoria_cobblestone_stairs","Scoria Cobblestone Stairs","true"
"Create","create:scoria_cobblestone_wall","create:scoria_cobblestone_wall","Scoria Cobblestone Wall","true"
"Create","create:scoria_pillar","create:scoria_pillar","Scoria Pillar","true"
"Create","create:secondary_linear_chassis","create:secondary_linear_chassis","Secondary Linear Chassis","true"
"Create","create:sequenced_gearshift","create:sequenced_gearshift","Sequenced Gearshift","true"
"Create","create:shadow_steel_casing","create:shadow_steel_casing","Shadow Casing","true"
"Create","create:shaft","create:shaft","Shaft","true"
"Create","create:smart_fluid_pipe","create:smart_fluid_pipe","Smart Fluid Pipe","true"
"Create","create:speedometer","create:speedometer","Speedometer","true"
"Create","create:spout","create:spout","Spout","true"
"Create","create:spruce_window","create:spruce_window","Spruce Window","true"
"Create","create:spruce_window_pane","create:spruce_window_pane","Spruce Window Pane","true"
"Create","create:sticky_mechanical_piston","create:sticky_mechanical_piston","Sticky Mechanical Piston","true"
"Create","create:stockpile_switch","create:stockpile_switch","Stockpile Switch","true"
"Create","create:stressometer","create:stressometer","Stressometer","true"
"Create","create:tiled_glass","create:tiled_glass","Tiled Glass","true"
"Create","create:tiled_glass_pane","create:tiled_glass_pane","Tiled Glass Pane","true"
"Create","create:turntable","create:turntable","Turntable","true"
"Create","create:vertical_framed_glass","create:vertical_framed_glass","Vertical Framed Glass","true"
"Create","create:vertical_framed_glass_pane","create:vertical_framed_glass_pane","Vertical Framed Glass Pane","true"
"Create","create:warped_window","create:warped_window","Warped Window","true"
"Create","create:warped_window_pane","create:warped_window_pane","Warped Window Pane","true"
"Create","create:water_wheel","create:water_wheel","Water Wheel","true"
"Create","create:weathered_limestone","create:weathered_limestone","Weathered Limestone","true"
"Create","create:weathered_limestone_bricks","create:weathered_limestone_bricks","Weathered Limestone Bricks","true"
"Create","create:weathered_limestone_bricks_slab","create:weathered_limestone_bricks_slab","Weathered Limestone Bricks Slab","true"
"Create","create:weathered_limestone_bricks_stairs","create:weathered_limestone_bricks_stairs","Weathered Limestone Bricks Stairs","true"
"Create","create:weathered_limestone_bricks_wall","create:weathered_limestone_bricks_wall","Weathered Limestone Bricks Wall","true"
"Create","create:weathered_limestone_cobblestone","create:weathered_limestone_cobblestone","Weathered Limestone Cobblestone","true"
"Create","create:weathered_limestone_cobblestone_slab","create:weathered_limestone_cobblestone_slab","Weathered Limestone Cobblestone Slab","true"
"Create","create:weathered_limestone_cobblestone_stairs","create:weathered_limestone_cobblestone_stairs","Weathered Limestone Cobblestone Stairs","true"
"Create","create:weathered_limestone_cobblestone_wall","create:weathered_limestone_cobblestone_wall","Weathered Limestone Cobblestone Wall","true"
"Create","create:weathered_limestone_pillar","create:weathered_limestone_pillar","Weathered Limestone Pillar","true"
"Create","create:white_sail","create:white_sail","White Sail","true"
"Create","create:white_seat","create:white_seat","White Seat","true"
"Create","create:white_valve_handle","create:white_valve_handle","White Valve Handle","true"
"Create","create:windmill_bearing","create:windmill_bearing","Windmill Bearing","true"
"Create","create:wooden_bracket","create:wooden_bracket","Wooden Bracket","true"
"Create","create:yellow_sail","","Yellow Sail","true"
"Create","create:yellow_seat","create:yellow_seat","Yellow Seat","true"
"Create","create:yellow_valve_handle","create:yellow_valve_handle","Yellow Valve Handle","true"
"Create","create:zinc_block","create:zinc_block","Zinc Block","true"
"Create","create:zinc_ore","create:zinc_ore","Zinc Ore","true"
"Decorative Blocks","decorative_blocks:acacia_beam","decorative_blocks:acacia_beam","Acacia Beam","true"
"Decorative Blocks","decorative_blocks:acacia_palisade","decorative_blocks:acacia_palisade","Acacia Palisade","true"
"Decorative Blocks","decorative_blocks:acacia_seat","decorative_blocks:acacia_seat","Acacia Seat","true"
"Decorative Blocks","decorative_blocks:acacia_support","decorative_blocks:acacia_support","Acacia Support","true"
"Decorative Blocks","decorative_blocks:bar_panel","decorative_blocks:bar_panel","Bar Panel","true"
"Decorative Blocks","decorative_blocks:birch_beam","decorative_blocks:birch_beam","Birch Beam","true"
"Decorative Blocks","decorative_blocks:birch_palisade","decorative_blocks:birch_palisade","Birch Palisade","true"
"Decorative Blocks","decorative_blocks:birch_seat","decorative_blocks:birch_seat","Birch Seat","true"
"Decorative Blocks","decorative_blocks:birch_support","decorative_blocks:birch_support","Birch Support","true"
"Decorative Blocks","decorative_blocks:bonfire","","Bonfire","true"
"Decorative Blocks","decorative_blocks:brazier","decorative_blocks:brazier","Brazier","true"
"Decorative Blocks","decorative_blocks:chain","decorative_blocks:chain","Big Chain","true"
"Decorative Blocks","decorative_blocks:chandelier","decorative_blocks:chandelier","Chandelier","true"
"Decorative Blocks","decorative_blocks:cherry_beam","decorative_blocks:cherry_beam","Cherry Beam","true"
"Decorative Blocks","decorative_blocks:cherry_palisade","decorative_blocks:cherry_palisade","Cherry Palisade","true"
"Decorative Blocks","decorative_blocks:cherry_seat","decorative_blocks:cherry_seat","Cherry Seat","true"
"Decorative Blocks","decorative_blocks:cherry_support","decorative_blocks:cherry_support","Cherry Support","true"
"Decorative Blocks","decorative_blocks:crimson_beam","decorative_blocks:crimson_beam","Crimson Beam","true"
"Decorative Blocks","decorative_blocks:crimson_palisade","decorative_blocks:crimson_palisade","Crimson Palisade","true"
"Decorative Blocks","decorative_blocks:crimson_seat","decorative_blocks:crimson_seat","Crimson Seat","true"
"Decorative Blocks","decorative_blocks:crimson_support","decorative_blocks:crimson_support","Crimson Support","true"
"Decorative Blocks","decorative_blocks:dark_oak_beam","decorative_blocks:dark_oak_beam","Dark Oak Beam","true"
"Decorative Blocks","decorative_blocks:dark_oak_palisade","decorative_blocks:dark_oak_palisade","Dark Oak Palisade","true"
"Decorative Blocks","decorative_blocks:dark_oak_seat","decorative_blocks:dark_oak_seat","Dark Oak Seat","true"
"Decorative Blocks","decorative_blocks:dark_oak_support","decorative_blocks:dark_oak_support","Dark Oak Support","true"
"Decorative Blocks","decorative_blocks:dead_beam","decorative_blocks:dead_beam","Dead Beam","true"
