"Mod name","Registry name","Item ID","Display name"
"Decorative Blocks","decorative_blocks:cherry_seat",1668,"Cherry Seat"
"Decorative Blocks","decorative_blocks:cherry_support",1687,"Cherry Support"
"Decorative Blocks","decorative_blocks:crimson_beam",1639,"Crimson Beam"
"Decorative Blocks","decorative_blocks:crimson_palisade",1658,"Crimson Palisade"
"Decorative Blocks","decorative_blocks:crimson_seat",1677,"Crimson Seat"
"Decorative Blocks","decorative_blocks:crimson_support",1696,"Crimson Support"
"Decorative Blocks","decorative_blocks:dark_oak_beam",1629,"Dark Oak Beam"
"Decorative Blocks","decorative_blocks:dark_oak_palisade",1648,"Dark Oak Palisade"
"Decorative Blocks","decorative_blocks:dark_oak_seat",1667,"Dark Oak Seat"
"Decorative Blocks","decorative_blocks:dark_oak_support",1686,"Dark Oak Support"
"Decorative Blocks","decorative_blocks:dead_beam",1634,"Dead Beam"
"Decorative Blocks","decorative_blocks:dead_palisade",1653,"Dead Palisade"
"Decorative Blocks","decorative_blocks:dead_seat",1672,"Dead Seat"
"Decorative Blocks","decorative_blocks:dead_support",1691,"Dead Support"
"Decorative Blocks","decorative_blocks:fir_beam",1628,"Fir Beam"
"Decorative Blocks","decorative_blocks:fir_palisade",1647,"Fir Palisade"
"Decorative Blocks","decorative_blocks:fir_seat",1666,"Fir Seat"
"Decorative Blocks","decorative_blocks:fir_support",1685,"Fir Support"
"Decorative Blocks","decorative_blocks:hellbark_beam",1644,"Hellbark Beam"
"Decorative Blocks","decorative_blocks:hellbark_palisade",1663,"Hellbark Palisade"
"Decorative Blocks","decorative_blocks:hellbark_seat",1682,"Hellbark Seat"
"Decorative Blocks","decorative_blocks:hellbark_support",1701,"Hellbark Support"
"Decorative Blocks","decorative_blocks:jacaranda_beam",1635,"Jacaranda Beam"
"Decorative Blocks","decorative_blocks:jacaranda_palisade",1654,"Jacaranda Palisade"
"Decorative Blocks","decorative_blocks:jacaranda_seat",1673,"Jacaranda Seat"
"Decorative Blocks","decorative_blocks:jacaranda_support",1692,"Jacaranda Support"
"Decorative Blocks","decorative_blocks:jungle_beam",1643,"Jungle Beam"
"Decorative Blocks","decorative_blocks:jungle_palisade",1662,"Jungle Palisade"
"Decorative Blocks","decorative_blocks:jungle_seat",1681,"Jungle Seat"
"Decorative Blocks","decorative_blocks:jungle_support",1700,"Jungle Support"
"Decorative Blocks","decorative_blocks:lattice",1619,"Lattice"
"Decorative Blocks","decorative_blocks:magic_beam",1633,"Magic Beam"
"Decorative Blocks","decorative_blocks:magic_palisade",1652,"Magic Palisade"
"Decorative Blocks","decorative_blocks:magic_seat",1671,"Magic Seat"
"Decorative Blocks","decorative_blocks:magic_support",1690,"Magic Support"
"Decorative Blocks","decorative_blocks:mahogany_beam",1641,"Mahogany Beam"
"Decorative Blocks","decorative_blocks:mahogany_palisade",1660,"Mahogany Palisade"
"Decorative Blocks","decorative_blocks:mahogany_seat",1679,"Mahogany Seat"
"Decorative Blocks","decorative_blocks:mahogany_support",1698,"Mahogany Support"
"Decorative Blocks","decorative_blocks:oak_beam",1645,"Oak Beam"
"Decorative Blocks","decorative_blocks:oak_palisade",1664,"Oak Palisade"
"Decorative Blocks","decorative_blocks:oak_seat",1683,"Oak Seat"
"Decorative Blocks","decorative_blocks:oak_support",1702,"Oak Support"
"Decorative Blocks","decorative_blocks:palm_beam",1642,"Palm Beam"
"Decorative Blocks","decorative_blocks:palm_palisade",1661,"Palm Palisade"
"Decorative Blocks","decorative_blocks:palm_seat",1680,"Palm Seat"
"Decorative Blocks","decorative_blocks:palm_support",1699,"Palm Support"
"Decorative Blocks","decorative_blocks:redwood_beam",1637,"Redwood Beam"
"Decorative Blocks","decorative_blocks:redwood_palisade",1656,"Redwood Palisade"
"Decorative Blocks","decorative_blocks:redwood_seat",1675,"Redwood Seat"
"Decorative Blocks","decorative_blocks:redwood_support",1694,"Redwood Support"
"Decorative Blocks","decorative_blocks:rocky_dirt",1626,"Rocky Dirt"
"Decorative Blocks","decorative_blocks:soul_brazier",1624,"Soul Brazier"
"Decorative Blocks","decorative_blocks:soul_chandelier",1622,"Soul Chandelier"
"Decorative Blocks","decorative_blocks:spruce_beam",1631,"Spruce Beam"
"Decorative Blocks","decorative_blocks:spruce_palisade",1650,"Spruce Palisade"
"Decorative Blocks","decorative_blocks:spruce_seat",1669,"Spruce Seat"
"Decorative Blocks","decorative_blocks:spruce_support",1688,"Spruce Support"
"Decorative Blocks","decorative_blocks:stone_pillar",1625,"Stone Pillar"
"Decorative Blocks","decorative_blocks:umbran_beam",1632,"Umbran Beam"
"Decorative Blocks","decorative_blocks:umbran_palisade",1651,"Umbran Palisade"
"Decorative Blocks","decorative_blocks:umbran_seat",1670,"Umbran Seat"
"Decorative Blocks","decorative_blocks:umbran_support",1689,"Umbran Support"
"Decorative Blocks","decorative_blocks:warped_beam",1636,"Warped Beam"
"Decorative Blocks","decorative_blocks:warped_palisade",1655,"Warped Palisade"
"Decorative Blocks","decorative_blocks:warped_seat",1674,"Warped Seat"
"Decorative Blocks","decorative_blocks:warped_support",1693,"Warped Support"
"Decorative Blocks","decorative_blocks:willow_beam",1627,"Willow Beam"
"Decorative Blocks","decorative_blocks:willow_palisade",1646,"Willow Palisade"
"Decorative Blocks","decorative_blocks:willow_seat",1665,"Willow Seat"
"Decorative Blocks","decorative_blocks:willow_support",1684,"Willow Support"
"Engineer's Decor","engineersdecor:clinker_brick_block",4980,"Clinker Brick Block"
"Engineer's Decor","engineersdecor:clinker_brick_sastor_corner_block",4984,"Sandstone Ornated Clinker Brick"
"Engineer's Decor","engineersdecor:clinker_brick_slab",4981,"Clinker Brick Slab"
"Engineer's Decor","engineersdecor:clinker_brick_stained_block",4985,"Stained Clinker Brick Block"
"Engineer's Decor","engineersdecor:clinker_brick_stained_slab",4986,"Stained Clinker Brick Slab"
"Engineer's Decor","engineersdecor:clinker_brick_stained_stairs",4987,"Stained Clinker Brick Stairs"
"Engineer's Decor","engineersdecor:clinker_brick_stairs",4982,"Clinker Brick Stairs"
"Engineer's Decor","engineersdecor:clinker_brick_wall",4983,"Clinker Brick Wall"
"Engineer's Decor","engineersdecor:dark_shingle_roof",5013,"Dark Shingle Roof"
"Engineer's Decor","engineersdecor:dark_shingle_roof_block",5017,"Dark Shingle Roof Block"
"Engineer's Decor","engineersdecor:dark_shingle_roof_chimney",5020,"Dark Shingle Roof Chimney."
"Engineer's Decor","engineersdecor:dark_shingle_roof_chimneytrunk",5016,"Dark Shingle Roof Chimney Trunk"
"Engineer's Decor","engineersdecor:dark_shingle_roof_metallized",5014,"Dark Shingle Roof Snow Guard"
"Engineer's Decor","engineersdecor:dark_shingle_roof_skylight",5015,"Dark Shingle Roof Skylight"
"Engineer's Decor","engineersdecor:dark_shingle_roof_slab",5018,"Dark Shingle Roof Slab"
"Engineer's Decor","engineersdecor:dark_shingle_roof_slabslice",5019,"Dark Shingle Roof Slab Slice"
"Engineer's Decor","engineersdecor:dense_grit_dirt_block",4979,"Dense Grit Dirt"
"Engineer's Decor","engineersdecor:dense_grit_sand_block",4978,"Dense Grit Sand"
"Engineer's Decor","engineersdecor:factory_dropper",4964,"Factory Dropper"
"Engineer's Decor","engineersdecor:factory_hopper",4963,"Factory Hopper"
"Engineer's Decor","engineersdecor:factory_placer",4965,"Factory Block Placer"
"Engineer's Decor","engineersdecor:fluid_barrel",4973,"Fluid Barrel"
"Engineer's Decor","engineersdecor:gas_concrete",4999,"Gas Concrete Block"
"Engineer's Decor","engineersdecor:gas_concrete_slab",5000,"Gas Concrete Slab"
"Engineer's Decor","engineersdecor:gas_concrete_stairs",5001,"Gas Concrete Stairs"
"Engineer's Decor","engineersdecor:gas_concrete_wall",5002,"Gas Concrete Wall"
"Engineer's Decor","engineersdecor:halfslab_gas_concrete",5004,"Gas Concrete Slice"
"Engineer's Decor","engineersdecor:halfslab_rebar_concrete",5003,"Rebar Concrete Slice"
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_aluminum",5010,"Aluminum Sheet Metal Slice"
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_copper",5008,"Copper Sheet Metal Slice"
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_gold",5009,"Gold Sheet Metal Slice"
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_iron",5006,"Iron Sheet Metal Slice"
"Engineer's Decor","engineersdecor:halfslab_sheetmetal_steel",5007,"Steel Sheet Metal Slice"
"Engineer's Decor","engineersdecor:halfslab_treated_wood",5005,"Treated Wood Slice"
"Engineer's Decor","engineersdecor:iron_bulb_light",5042,"Iron Bulb Light"
"Engineer's Decor","engineersdecor:iron_ceiling_edge_light",5041,"Ceiling Edge Light"
"Engineer's Decor","engineersdecor:iron_floor_edge_light",5040,"Inset Floor Edge Light"
"Engineer's Decor","engineersdecor:iron_hatch",5025,"Iron Hatch"
"Engineer's Decor","engineersdecor:iron_inset_light",5039,"Inset Light"
"Engineer's Decor","engineersdecor:labeled_crate",4960,"Labeled Crate"
"Engineer's Decor","engineersdecor:metal_bar",4958,"Metal Bar"
"Engineer's Decor","engineersdecor:metal_crafting_table",4959,"Metal Crafting Table"
"Engineer's Decor","engineersdecor:metal_rung_ladder",5021,"Metal Rung Ladder"
"Engineer's Decor","engineersdecor:metal_rung_steps",5022,"Staggered Metal Steps"
"Engineer's Decor","engineersdecor:metal_sliding_door",5024,"Metal Sliding Door"
"Engineer's Decor","engineersdecor:old_industrial_wood_door",5030,"Old Industrial Wood Door"
"Engineer's Decor","engineersdecor:old_industrial_wood_planks",5026,"Old Industrial Wood Planks"
"Engineer's Decor","engineersdecor:old_industrial_wood_slab",5027,"Old Industrial Wood Slab"
"Engineer's Decor","engineersdecor:old_industrial_wood_slabslice",5029,"Old Industrial Wood Slab Slice"
"Engineer's Decor","engineersdecor:old_industrial_wood_stairs",5028,"Old Industrial Wood Stairs"
"Engineer's Decor","engineersdecor:panzerglass_block",5011,"Panzer Glass Block"
"Engineer's Decor","engineersdecor:panzerglass_slab",5012,"Panzer Glass Slab"
"Engineer's Decor","engineersdecor:rebar_concrete",4992,"Rebar Concrete Block"
"Engineer's Decor","engineersdecor:rebar_concrete_slab",4993,"Rebar Concrete Slab"
"Engineer's Decor","engineersdecor:rebar_concrete_stairs",4994,"Rebar Concrete Stairs"
"Engineer's Decor","engineersdecor:rebar_concrete_tile",4996,"Rebar Concrete Tile"
"Engineer's Decor","engineersdecor:rebar_concrete_tile_slab",4997,"Rebar Concrete Tile Slab"
"Engineer's Decor","engineersdecor:rebar_concrete_tile_stairs",4998,"Rebar Concrete Tile Stairs"
"Engineer's Decor","engineersdecor:rebar_concrete_wall",4995,"Rebar Concrete Wall"
"Engineer's Decor","engineersdecor:sign_caution",5065,"Sign ""Generic Caution"""
"Engineer's Decor","engineersdecor:sign_danger",5059,"Sign ""Caution Really Dangerous There"""
"Engineer's Decor","engineersdecor:sign_decor",5071,"Sign Plate (Engineer's decor)"
"Engineer's Decor","engineersdecor:sign_defense",5060,"Sign ""Caution Defense System Ahead"""
"Engineer's Decor","engineersdecor:sign_exit",5062,"Exit Sign"
"Engineer's Decor","engineersdecor:sign_factoryarea",5061,"Sign ""Factory Area"""
"Engineer's Decor","engineersdecor:sign_firehazard",5067,"Sign ""Fire Hazard"""
"Engineer's Decor","engineersdecor:sign_frost",5070,"Sign ""Frost Warning"""
"Engineer's Decor","engineersdecor:sign_hotsurface",5068,"Sign ""Caution Hot Surface"""
"Engineer's Decor","engineersdecor:sign_hotwire",5058,"Sign ""Caution Hot Wire"""
"Engineer's Decor","engineersdecor:sign_laser",5064,"Sign ""Laser Hazard"""
"Engineer's Decor","engineersdecor:sign_magichazard",5066,"Sign ""Caution Magical Hazard"""
"Engineer's Decor","engineersdecor:sign_magneticfield",5069,"Sign ""Caution Strong Magnetic Field"""
"Engineer's Decor","engineersdecor:sign_radioactive",5063,"Sign ""Radioactive Hazard"""
"Engineer's Decor","engineersdecor:slag_brick_block",4988,"Slag Brick Block"
"Engineer's Decor","engineersdecor:slag_brick_slab",4989,"Slag Brick Slab"
"Engineer's Decor","engineersdecor:slag_brick_stairs",4990,"Slag Brick Stairs"
"Engineer's Decor","engineersdecor:slag_brick_wall",4991,"Slag Brick Wall"
"Engineer's Decor","engineersdecor:small_block_breaker",4966,"Small Block Breaker"
"Engineer's Decor","engineersdecor:small_electrical_furnace",4962,"Small Electrical Furnace"
"Engineer's Decor","engineersdecor:small_fluid_funnel",4977,"Small Fluid Collection Funnel"
"Engineer's Decor","engineersdecor:small_freezer",4971,"Small Water Freezer"
"Engineer's Decor","engineersdecor:small_lab_furnace",4961,"Small Laboratory Furnace"
"Engineer's Decor","engineersdecor:small_milking_machine",4972,"Small Milking Machine"
"Engineer's Decor","engineersdecor:small_mineral_smelter",4970,"Small Mineral Melting Furnace"
"Engineer's Decor","engineersdecor:small_solar_panel",4968,"Small Solar Panel"
"Engineer's Decor","engineersdecor:small_tree_cutter",4967,"Small Tree Cutter"
"Engineer's Decor","engineersdecor:small_waste_incinerator",4969,"Small Waste Incinerator"
"Engineer's Decor","engineersdecor:steel_catwalk",5046,"Steel Catwalk"
"Engineer's Decor","engineersdecor:steel_catwalk_stairs",5049,"Steel Catwalk Stairs"
"Engineer's Decor","engineersdecor:steel_catwalk_ta",5048,"Raised Steel Catwalk"
"Engineer's Decor","engineersdecor:steel_double_t_support",5057,"Steel Double T Support"
"Engineer's Decor","engineersdecor:steel_floor_grating",5043,"Steel Floor Grating"
"Engineer's Decor","engineersdecor:steel_framed_window",5037,"Steel Framed Window"
"Engineer's Decor","engineersdecor:steel_mesh_fence",5044,"Steel Mesh Fence"
"Engineer's Decor","engineersdecor:steel_mesh_fence_gate",5045,"Steel Mesh Fence Gate"
"Engineer's Decor","engineersdecor:steel_railing",5047,"Steel Railing"
"Engineer's Decor","engineersdecor:steel_table",5038,"Steel Table"
"Engineer's Decor","engineersdecor:straight_pipe_valve",4974,"Fluid Pipe Check Valve"
"Engineer's Decor","engineersdecor:straight_pipe_valve_redstone",4975,"Redstone Controlled Fluid Valve"
"Engineer's Decor","engineersdecor:straight_pipe_valve_redstone_analog",4976,"Redstone Analog Fluid Valve"
"Engineer's Decor","engineersdecor:test_block",5072,"block.engineersdecor.test_block"
"Engineer's Decor","engineersdecor:thick_steel_pole",5055,"Straight Thick Steel Pole"
"Engineer's Decor","engineersdecor:thick_steel_pole_head",5056,"Straight Thick Steel Pole Head/Foot"
"Engineer's Decor","engineersdecor:thin_steel_pole",5053,"Straight Thin Steel Pole"
"Engineer's Decor","engineersdecor:thin_steel_pole_head",5054,"Straight Thin Steel Pole head/foot"
"Engineer's Decor","engineersdecor:treated_wood_broad_windowsill",5035,"Broad Treated Wood Window Sill"
"Engineer's Decor","engineersdecor:treated_wood_ladder",5023,"Treated Wood Ladder"
"Engineer's Decor","engineersdecor:treated_wood_pole",5050,"Straight Treated Wood Pole"
"Engineer's Decor","engineersdecor:treated_wood_pole_head",5051,"Straight Treated Wood Pole Head/Foot"
"Engineer's Decor","engineersdecor:treated_wood_pole_support",5052,"Straight Treated Wood Pole Support"
"Engineer's Decor","engineersdecor:treated_wood_side_table",5033,"Treated Wood Side Table"
"Engineer's Decor","engineersdecor:treated_wood_stool",5032,"Treated Wood Stool"
"Engineer's Decor","engineersdecor:treated_wood_table",5031,"Treated Wood Table"
"Engineer's Decor","engineersdecor:treated_wood_window",5036,"Treated Wood Window"
"Engineer's Decor","engineersdecor:treated_wood_windowsill",5034,"Treated Wood Window Sill"
"Extended Lights","extlights:blaze_tube",3721,"Blaze Tube"
"Extended Lights","extlights:glowstone_bulb",3717,"Glowstone Bulb"
"Extended Lights","extlights:light_beam_post",3765,"Post Lamp Beam"
"Extended Lights","extlights:light_beam_thin",3764,"Thin Lamp Beam"
"Extended Lights","extlights:light_brazier_bowl_andesite",3771,"Andesite Brazier"
"Extended Lights","extlights:light_brazier_bowl_diorite",3770,"Diorite Brazier"
"Extended Lights","extlights:light_brazier_bowl_granite",3769,"Granite Brazier"
"Extended Lights","extlights:light_brazier_bowl_stone",3768,"Stone Brazier"
"Extended Lights","extlights:light_brazier_stand_iron",3766,"Fancy Iron Brazier"
"Extended Lights","extlights:light_candelabra_gold",3733,"Golden Candelabra"
"Extended Lights","extlights:light_candelabra_iron",3732,"Iron Candelabra"
"Extended Lights","extlights:light_candle",3722,"Candle"
"Extended Lights","extlights:light_candle_arm_one_gold",3736,"Candle with Gold Arm"
"Extended Lights","extlights:light_candle_arm_one_iron",3734,"Candle with Iron Arm"
"Extended Lights","extlights:light_candle_arm_two_gold",3737,"Candle with Double Gold Arm"
"Extended Lights","extlights:light_candle_arm_two_iron",3735,"Candle with Double Iron Arm"
"Extended Lights","extlights:light_candle_large",3724,"Large Candle"
"Extended Lights","extlights:light_candle_support_gold",3729,"Candle with Golden Support"
"Extended Lights","extlights:light_candle_support_iron",3728,"Candle with Iron Support"
"Extended Lights","extlights:light_candle_support_tall_gold",3731,"Candle with Tall Gold Support"
"Extended Lights","extlights:light_candle_support_tall_iron",3730,"Candle with Tall Iron Support"
"Extended Lights","extlights:light_candleplate_clay",3725,"Candle with Clay Plate"
"Extended Lights","extlights:light_candleplate_gold",3727,"Candle with Golden Plate"
"Extended Lights","extlights:light_candleplate_iron",3726,"Candle with Iron Plate"
"Extended Lights","extlights:light_candlestick",3723,"Candlestick"
"Extended Lights","extlights:light_lamp_bulb",3744,"Bulb Lamp"
"Extended Lights","extlights:light_lamp_paper_cyan",3746,"Cyan Lamp with Paper Cover"
"Extended Lights","extlights:light_lamp_paper_red",3745,"Red Lamp with Paper Cover"
"Extended Lights","extlights:light_lantern_bulb",3738,"Bulb Lantern"
"Extended Lights","extlights:light_lantern_caged",3741,"Caged Lantern"
"Extended Lights","extlights:light_lantern_fancy",3740,"Fancy Lantern"
"Extended Lights","extlights:light_lantern_paper_cyan",3743,"Cyan Lantern with Paper Cover"
"Extended Lights","extlights:light_lantern_paper_red",3742,"Red Lantern with Paper Cover"
"Extended Lights","extlights:light_lantern_shroomlight",3774,"Shroomlight Lantern"
"Extended Lights","extlights:light_lantern_square",3739,"Square Lantern"
"Extended Lights","extlights:light_mini_jack_angry",3777,"Mini Jack o'Lantern - Angry"
"Extended Lights","extlights:light_mini_jack_crazy",3779,"Mini Jack o'Lantern - Crazy"
"Extended Lights","extlights:light_mini_jack_happy",3778,"Mini Jack o'Lantern - Happy"
"Extended Lights","extlights:light_mini_jack_sad",3780,"Mini Jack o'Lantern - Sad"
"Extended Lights","extlights:light_modern_ceil_square_black",3747,"Light Panel - Black Concrete (ceiling)"
"Extended Lights","extlights:light_modern_ceil_square_white",3748,"Light Panel - White Concrete (ceiling)"
"Extended Lights","extlights:light_modern_ceil_tube_black",3753,"Tube Light - Black Concrete (ceiling)"
"Extended Lights","extlights:light_modern_ceil_tube_white",3754,"Tube Light - White Concrete (ceiling)"
"Extended Lights","extlights:light_modern_ground_panel_black",3755,"Garden Light Panel - Black Concrete (ground)"
"Extended Lights","extlights:light_modern_ground_panel_white",3756,"Garden Light Panel - White Concrete (ground)"
"Extended Lights","extlights:light_modern_ground_torch_black",3757,"Garden Light Torch - Black Concrete (ground)"
"Extended Lights","extlights:light_modern_ground_torch_white",3758,"Garden Light Torch - White Concrete (ground)"
"Extended Lights","extlights:light_modern_ground_tower_black",3759,"Light Tower - Black Concrete (ground)"
"Extended Lights","extlights:light_modern_ground_tower_white",3760,"Light Tower - White Concrete (ground)"
"Extended Lights","extlights:light_modern_lamp_bulb",3761,"Modern Bulb Lamp"
"Extended Lights","extlights:light_modern_lamp_bulb_small",3762,"Small Modern Bulb Lamp"
"Extended Lights","extlights:light_modern_lamp_post_bulb",3763,"Modern Bulb Lamp Post"
"Extended Lights","extlights:light_modern_wall_square_black",3749,"Square Light - Black Concrete (wall)"
"Extended Lights","extlights:light_modern_wall_square_white",3750,"Square Light - White Concrete (wall)"
"Extended Lights","extlights:light_modern_wall_torch_black",3751,"Outdoor Light Torch - Black Concrete (wall)"
"Extended Lights","extlights:light_modern_wall_torch_white",3752,"Outdoor Light Torch - White Concrete (wall)"
"Extended Lights","extlights:light_shroom_stem",3775,"Shroomlight Stem"
"Extended Lights","extlights:light_shroom_stem_hyphae",3776,"Shroomlight Hyphae"
"Extended Lights","extlights:light_soulbrazier_bowl_blackstone",3773,"Blackstone Soul Brazier"
"Extended Lights","extlights:light_soulbrazier_bowl_stone",3772,"Stone Soul Brazier"
"Extended Lights","extlights:light_soulbrazier_stand_iron",3767,"Fancy Iron Soul Brazier"
"Extended Lights","extlights:light_torch_glowstone",3810,"Glowstone Torch"
"Extended Lights","extlights:pig_fat",3718,"Pig Fat"
"Extended Lights","extlights:wax_chunk",3720,"Chunk of Wax"
"Extended Lights","extlights:wax_lump",3719,"Lump of Wax"
"Extended Lights","extlights:xmas_bulb",3781,"Festive Bulb"
"Extended Lights","extlights:xmas_bulb_blinking_greenblue",3787,"Festive Blinking Bulb - Green & Blue"
"Extended Lights","extlights:xmas_bulb_blinking_redblue",3786,"Festive Blinking Bulb - Red & Blue"
"Extended Lights","extlights:xmas_bulb_blinking_redgreen",3785,"Festive Blinking Bulb - Red & Green"
"Extended Lights","extlights:xmas_bulb_blinking_rgb",3788,"Festive Blinking Bulb - RGB"
"Extended Lights","extlights:xmas_bulb_blue",3784,"Festive Bulb - Blue"
"Extended Lights","extlights:xmas_bulb_green",3783,"Festive Bulb - Green"
"Extended Lights","extlights:xmas_bulb_red",3782,"Festive Bulb - Red"
"Extended Lights","extlights:xmas_bulb_smooth_greenblue",3791,"Festive Smooth Bulb - Green & Blue"
"Extended Lights","extlights:xmas_bulb_smooth_redblue",3790,"Festive Smooth Bulb - Red & Blue"
"Extended Lights","extlights:xmas_bulb_smooth_redgreen",3789,"Festive Smooth Bulb - Red & Green"
"Extended Lights","extlights:xmas_bulb_smooth_rgb",3792,"Festive Smooth Bulb - RGB"
"Extended Lights","extlights:xmas_candy_cane_green",3808,"Green Candy Cane Light"
"Extended Lights","extlights:xmas_candy_cane_pink",3809,"Pink Candy Cane Light"
"Extended Lights","extlights:xmas_candy_cane_red",3806,"Red Candy Cane Light"
"Extended Lights","extlights:xmas_candy_cane_redgreen",3807,"Red & Green Candy Cane Light"
"Extended Lights","extlights:xmas_leaves",3793,"Festive Leaves"
"Extended Lights","extlights:xmas_leaves_bulb",3794,"Festive Light Leaves"
"Extended Lights","extlights:xmas_leaves_bulb_blinking_greenblue",3800,"Festive Blinking Light Leaves - Green & Blue"
"Extended Lights","extlights:xmas_leaves_bulb_blinking_redblue",3799,"Festive Blinking Light Leaves - Red & Blue"
"Extended Lights","extlights:xmas_leaves_bulb_blinking_redgreen",3798,"Festive Blinking Light Leaves - Red & Green"
"Extended Lights","extlights:xmas_leaves_bulb_blinking_rgb",3801,"Festive Blinking Light Leaves - RGB"
"Extended Lights","extlights:xmas_leaves_bulb_blue",3797,"Festive Light Leaves - Blue"
"Extended Lights","extlights:xmas_leaves_bulb_green",3796,"Festive Light Leaves - Green"
"Extended Lights","extlights:xmas_leaves_bulb_red",3795,"Festive Light Leaves - Red"
"Extended Lights","extlights:xmas_leaves_bulb_smooth_greenblue",3804,"Festive Smooth Light Leaves - Green & Blue"
"Extended Lights","extlights:xmas_leaves_bulb_smooth_redblue",3803,"Festive Smooth Light Leaves - Red & Blue"
"Extended Lights","extlights:xmas_leaves_bulb_smooth_redgreen",3802,"Festive Smooth Light Leaves - Red & Green"
"Extended Lights","extlights:xmas_leaves_bulb_smooth_rgb",3805,"Festive Smooth Light Leaves - RGB"
"Farmer's Delight","farmersdelight:acacia_pantry",2690,"Acacia Pantry"
"Farmer's Delight","farmersdelight:apple_pie",2739,"Apple Pie"
"Farmer's Delight","farmersdelight:apple_pie_slice",2743,"Slice of Apple Pie"
"Farmer's Delight","farmersdelight:baked_cod_stew",2764,"Baked Cod Stew"
"Farmer's Delight","farmersdelight:barbecue_stick",2750,"Barbecue on a Stick"
"Farmer's Delight","farmersdelight:basket",2680,"Basket"
"Farmer's Delight","farmersdelight:beef_patty",2731,"Beef Patty"
"Farmer's Delight","farmersdelight:beef_stew",2758,"Beef Stew"
"Farmer's Delight","farmersdelight:birch_pantry",2687,"Birch Pantry"
"Farmer's Delight","farmersdelight:cabbage",2716,"Cabbage"
"Farmer's Delight","farmersdelight:cabbage_crate",2681,"Cabbage Crate"
"Farmer's Delight","farmersdelight:cabbage_leaf",2729,"Cabbage Leaf"
"Farmer's Delight","farmersdelight:cabbage_seeds",2721,"Cabbage Seeds"
"Farmer's Delight","farmersdelight:cake_slice",2742,"Slice of Cake"
"Farmer's Delight","farmersdelight:canvas",2707,"Canvas"
"Farmer's Delight","farmersdelight:chicken_cuts",2732,"Raw Chicken Cuts"
"Farmer's Delight","farmersdelight:chicken_sandwich",2752,"Chicken Sandwich"
"Farmer's Delight","farmersdelight:chicken_soup",2759,"Chicken Soup"
"Farmer's Delight","farmersdelight:chocolate_pie",2741,"Chocolate Pie"
"Farmer's Delight","farmersdelight:chocolate_pie_slice",2745,"Slice of Chocolate Pie"
"Farmer's Delight","farmersdelight:cod_slice",2734,"Raw Cod Slice"
"Farmer's Delight","farmersdelight:cooked_chicken_cuts",2733,"Cooked Chicken Cuts"
"Farmer's Delight","farmersdelight:cooked_cod_slice",2735,"Cooked Cod Slice"
"Farmer's Delight","farmersdelight:cooked_rice",2757,"Cooked Rice"
"Farmer's Delight","farmersdelight:cooked_salmon_slice",2737,"Cooked Salmon Slice"
"Farmer's Delight","farmersdelight:cooking_pot",2678,"Cooking Pot"
"Farmer's Delight","farmersdelight:crimson_pantry",2692,"Crimson Pantry"
"Farmer's Delight","farmersdelight:cutting_board",2679,"Cutting Board"
"Farmer's Delight","farmersdelight:dark_oak_pantry",2691,"Dark Oak Pantry"
"Farmer's Delight","farmersdelight:diamond_knife",2703,"Diamond Knife"
"Farmer's Delight","farmersdelight:dog_food",2774,"Dog Food"
"Farmer's Delight","farmersdelight:dumplings",2754,"Dumplings"
"Farmer's Delight","farmersdelight:egg_sandwich",2751,"Egg Sandwich"
"Farmer's Delight","farmersdelight:fish_stew",2761,"Fish Stew"
"Farmer's Delight","farmersdelight:flint_knife",2701,"Flint Knife"
"Farmer's Delight","farmersdelight:fried_egg",2723,"Fried Egg"
"Farmer's Delight","farmersdelight:fried_rice",2762,"Fried Rice"
"Farmer's Delight","farmersdelight:full_tatami_mat",2695,"Full Tatami Mat"
"Farmer's Delight","farmersdelight:golden_knife",2705,"Golden Knife"
"Farmer's Delight","farmersdelight:grilled_salmon",2773,"Grilled Salmon"
"Farmer's Delight","farmersdelight:half_tatami_mat",2696,"Half Tatami Mat"
"Farmer's Delight","farmersdelight:hamburger",2753,"Hamburger"
"Farmer's Delight","farmersdelight:honey_cookie",2747,"Honey Cookie"
"Farmer's Delight","farmersdelight:honey_glazed_ham",2765,"Honey Glazed Ham"
"Farmer's Delight","farmersdelight:horse_feed",2775,"Horse Feed"
"Farmer's Delight","farmersdelight:hot_cocoa",2725,"Hot Cocoa"
"Farmer's Delight","farmersdelight:iron_knife",2702,"Iron Knife"
"Farmer's Delight","farmersdelight:jungle_pantry",2689,"Jungle Pantry"
"Farmer's Delight","farmersdelight:milk_bottle",2724,"Milk Bottle"
"Farmer's Delight","farmersdelight:minced_beef",2730,"Minced Beef"
"Farmer's Delight","farmersdelight:mixed_salad",2748,"Mixed Salad"
"Farmer's Delight","farmersdelight:nether_salad",2749,"Nether Salad"
"Farmer's Delight","farmersdelight:netherite_knife",2704,"Netherite Knife"
"Farmer's Delight","farmersdelight:oak_pantry",2686,"Oak Pantry"
"Farmer's Delight","farmersdelight:onion",2718,"Onion"
"Farmer's Delight","farmersdelight:onion_crate",2683,"Onion Crate"
